S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod,Perpetrator
1670,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1671,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1672,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1673,Through Informatics Theft,Male,Between 28 and 37,Middle,Others,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1674,Through Informatics Theft,Male,Between 38 and 50,High,Health Sector Manager,Married,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1675,Through Informatics Theft,Female,27 and Under,Low,Education,Married,Graduate,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1676,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1677,Through Informatics Theft,Female,27 and Under,Middle,Technical,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1678,Through Informatics Theft,Male,Between 38 and 50,Middle,Others,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1679,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1680,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1681,Through Informatics Theft,Female,Between 38 and 50,Low,Student,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1682,Through Informatics Theft,Female,Between 28 and 37,Low,Technical,Single,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1683,Through Informatics Theft,Female,27 and Under,Low,Technical,Single,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1684,Through Informatics Theft,Male,51 and Above,Low,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1685,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1686,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1687,Through Informatics Theft,Male,51 and Above,Middle,Education,Married,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1688,Through Informatics Theft,Male,27 and Under,Middle,Student,Single,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1689,Through Informatics Theft,Male,Between 28 and 37,Middle,Education,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1690,Through Informatics Theft,Female,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1691,Through Informatics Theft,Female,Between 28 and 37,High,Finance Sector,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1692,Through Informatics Theft,Female,Between 28 and 37,Middle,Technical,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1693,Through Informatics Theft,Female,Between 28 and 37,High,Justice and Security,Married,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1694,Through Informatics Theft,Male,Between 28 and 37,High,Justice and Security,Single,Under Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1695,Through Informatics Theft,Female,Between 28 and 37,Middle,Housewife,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1696,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1697,Through Informatics Theft,Male,51 and Above,Middle,Justice and Security,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1698,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1699,Through Informatics Theft,Female,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1700,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1701,Through Informatics Theft,Male,27 and Under,Low,Student,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1702,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1703,Through Informatics Theft,Female,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
1704,Through Informatics Theft,Female,27 and Under,Low,Housewife,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1705,Through Informatics Theft,Female,27 and Under,Low,Education,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1706,Through Informatics Theft,Male,Between 38 and 50,Middle,Health Sector Manager,Single,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1707,Through Informatics Theft,Male,Between 38 and 50,High,Justice and Security,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1708,Through Informatics Theft,Male,Between 38 and 50,Middle,Justice and Security,Married,Graduate,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1709,Through Informatics Theft,Female,51 and Above,Low,Retired,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1710,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1711,Through Informatics Theft,Female,51 and Above,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1712,Through Informatics Theft,Male,27 and Under,Low,Technical,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1713,Through Informatics Theft,Male,Between 28 and 37,High,Technical,Single,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1714,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1715,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1716,Through Informatics Theft,Female,27 and Under,Low,Technical,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1717,Through Informatics Theft,Male,27 and Under,Middle,Technical,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1718,Through Informatics Theft,Male,27 and Under,High,Education,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1719,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1720,Through Informatics Theft,Female,27 and Under,Middle,Health Sector Manager,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1721,Through Informatics Theft,Male,Between 28 and 37,Middle,Education,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1722,Through Informatics Theft,Female,27 and Under,Middle,Justice and Security,Single,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1723,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1724,Through Informatics Theft,Male,51 and Above,High,Technical,Married,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
1725,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1726,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1727,Through Informatics Theft,Female,27 and Under,Low,Technical,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1728,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
1729,Through Informatics Theft,Female,27 and Under,Low,Student,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1730,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
1731,Through Informatics Theft,Male,51 and Above,Low,Retired,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1732,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1733,Through Informatics Theft,Female,Between 38 and 50,High,Justice and Security,Married,Under Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1734,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Single,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
1735,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1736,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1737,Through Informatics Theft,Male,Between 28 and 37,Middle,Others,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1738,Through Informatics Theft,Female,27 and Under,Middle,Justice and Security,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1739,Through Informatics Theft,Female,Between 28 and 37,Middle,Housewife,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
1740,Through Informatics Theft,Male,Between 28 and 37,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
